,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,FileName
2562,{7408B42E-74DB-40E0-BF0E-A303E0EA1FC1},2020-08-05, ,2, ,2020-08-05,47.951356,-117.468895,
4562,{CDE7AEA7-3385-45E4-A95C-54A08AC0A893},2020-08-05,"Likes the blossoms of butterfly weed. Had 8 on one small bush today. I would describe it as having a black head, golden brown slightly fuzzy body, and thorax that is vivid orange on front half and black on back half.  They are twice the length of a yello",0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-06,47.7083,-122.097602,ATT1701_IMG_20200804_175038311.jpg
2546,{734D2367-9144-4FC0-AB22-4E5D676233ED},2020-08-05,I have a bush outside my front door where the bees and wasps like and this and it was much bigger then the rest.,0,Thanks for submitting. That is a Golden digger wasp. ,2020-08-13,47.65726,-117.41228,ATT1915_D8A549F8-C968-4501-9DE3-1AA092F56F36.jpg
2201,{64076C7E-7C60-4E3D-A353-5BBEB05DC335},2020-08-05,"Please let me know if this is an Asian hornet or a wasp, thank you.",0,Thanks for the submission. That looks like a bald faced hornet. ,2020-08-05,48.715168,-122.316324,ATT1661_20200804_173133.jpg
3005,{882EC093-D907-454C-A9EE-8D1DC46A4291},2020-08-05,"Next time in Blaine, there is a small hornet nest down by the public boat launch site in Blaine Harbor, I’ll try and attach pics from my phone I took this am, the nest is a foot off the ground, just south and under the trees across from the bathrooms a",2,"Hi, there. Thanks for the submission. If you do get a photo of the insects feel free to resubmit a sighting here.",2020-08-06,48.993355,-122.752663,ATT1716_7FE21875-3B17-4EE6-9961-D95A26B91112.jpg
2423,{6D618007-1DE0-45B6-984C-FF99AC694E04},2020-08-05,Observed climbing inside of garage,2, ,2020-08-05,47.385933,-122.093183,
2260,{663C1307-530F-4EC0-98FC-293670605D1E},2020-08-05,One inch .mutipless.attacking eachother.pond neat,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-05,47.21735,-122.441486,ATT1691_20200805_153054.jpg
2989,{8772B751-60E4-4DFD-9F34-894A4B58D735},2020-08-05,Swarm of orange and black stripped hornets on a push in backyard.  Seen very aggressive. could not get safely close enough for photo,2, ,2020-08-05,47.36356,-122.624672,
3163,{8E7D6D75-ACCA-4732-891A-410D617FFE92},2020-08-05,Found swimming in my dogs kiddie pool. Trapped in a lidded jar where it is dying.,0,"Thanks for the submission. That is a bumble bee! If you can, help it dry out and release back outside.",2020-08-05,48.500645,-122.216431,ATT1689_image.jpg
5556,{FD30026C-D39A-49C3-BACE-D1FA0BD179E5},2020-08-05, ,2, ,2020-08-05,47.682957,-122.381884,
1373,{3DA1B87A-CE7A-48E0-AE64-4C5598ECA059},2020-08-05,In backyard by kids toys on grass,2, ,2020-08-05,47.520832,-122.363795,
3013,{8884BA57-1F69-48E1-8783-F4E1FA682F69},2020-08-05,In my yard on the peppermint plants,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-06,47.819318,-122.334361,ATT1712_E9C38D8A-3B02-4D7E-86D4-5E8513BF5D40.jpg
2208,{64745476-5441-48DD-BC2C-884326120DF9},2020-08-05, ,0,Thanks for the submission. That is a female horntail sawfly. Please don't kill them.,2020-08-05,47.218034,-122.540515,ATT1686_IMG_20200805_111342100.jpg
474,{14C80576-BAD9-4F3B-9283-EFE9B8655D69},2020-08-05,On our back patio there are more than 2 dozen decapitated bees and bee parts within 4-5’ of each other.,2,Thanks for the submission. Bees are hunted by many varieties of wasps and hornets. Feel free to resubmit a sighting with a photo if you get one.,2020-08-05,47.49348,-121.7831,
4685,{D38A3577-BF9E-46CD-B79E-215BCCBECFE6},2020-08-05,"It was approximately 4"" large",2, ,2020-08-10,47.454342,-122.360615,
5463,{F9D0C909-5104-4248-B14F-D4B0173A6BE6},2020-08-05,Entering and exiting hole at base of rock wall,0,Thanks for the submission. That is some variety of a ground digger wasp. Great to have in the garden!,2020-08-05,47.727348,-122.634311,ATT1694_5031E54E-077D-4981-BC09-52781E5C00C3.jpg
2439,{6E071D18-40C0-4EAB-8853-A9C906F29FB0},2020-08-05,No idea if this is a giant hornet but the stinger and size is very abnormal.,0,Thanks for the submission. That is a female horntail sawfly. No need to kill them.,2020-08-05,47.546391,-122.222713,ATT1680_hornet.jpg
5162,{EB6B318C-484C-453E-A76C-2B46485A5046},2020-08-05,I believe I seen one when it landed on my truck mirror when parked. It wasn’t like any other hornet I’ve seen. It was over an inch long with yellow head and black body.,2, ,2020-08-05,47.265,-122.463,
1347,{3CD4F01E-D468-49E8-966B-A47B94352AFE},2020-08-05, ,0,"Thanks for the submission. It is really hard to see, but the coloring of that insect does not match that of the Asian giant hornet.",2020-08-05,47.86741,-122.1024,ATT1663_C3E58697-6519-4BE3-8A8B-98FD7C1D6D31.jpg
4910,{DE1862A7-F73E-4F46-A22D-4CD89CE69BE8},2020-08-05,As I was exiting my home today to get in my vehicle I observed various wasps trying to eat the dead bugs on my bumper. But as I tried to get in my car I noticed a large hornet trying to attack a wasp as I got near to my car the large hornet was aggressiv,2, ,2020-08-05,47.040227,-120.559772,
3970,{B1BB925C-8377-406F-8722-1188A80103B7},2020-08-05, ,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-05,47.560656,-122.289896,ATT1684_6530CAB5-C7C3-47E2-AF2C-07918A2294A2.jpg
128,{062208B5-23F3-4C90-BDD3-4B7F0A718A20},2020-08-05,"This was flying around our worksite.  We stepped on it then took the attached photo.  This was in Kent, WA",0,Thanks for the submission. That is a female horntail sawfly. Not necessary to kill them.,2020-08-05,47.397192,-122.257392,ATT1690_IMG_0820.jpg
4038,{B5A873EE-11FD-4183-A4AC-ADFB121E44D7},2020-08-05,"landed on deck and killed it.  Not sure if this is one of the murder hornets, but biggest bee looking creature we've ever seen",0,Thanks for the submission. That is a female horntail sawfly. No need to kill them.,2020-08-05,47.737036,-122.22659,ATT1676_IMG_1586.jpg
3236,{92109EC1-358E-4428-8C6A-EF6C79E46514},2020-08-05,"The insect was in flight, and appeared to be scouting--it flew a loop around our patio (I was outside engaged in a woodworking project). It appeared to be about 1.5"" long, and I could see it was dark-colored but with light areas.",2, ,2020-08-05,47.730372,-122.240152,
961,{2B0E06E9-5363-4A41-94A2-74858F4AAF53},2020-08-05,Unable to trap or get a picture. Will keep looking.,2, ,2020-08-06,47.303215,-122.435016,
2967,{86346090-940E-4524-9A57-A9A6B82FB1BA},2020-08-05,I began seeing a new insect this year,0,Thanks for the submission. That is a ten lined June bug beetle.,2020-08-05,47.709129,-122.282722,ATT1697_295942D4-CCE3-47A1-BD55-7701997EED7B.jpg
2964,{85FD7471-A0FB-4260-8213-E7ADB99ABCE6},2020-08-05,My son and I saw it outside our window around our deck.,2, ,2020-08-19,48.254913,-122.655999,
3700,{A4FAC8DE-A158-4E15-982F-DE4D44C2564D},2020-08-05,It landed on my windshield at my house. I took pics. I did not kill it.,0,"Thanks for the submission. Without a clear picture, it is hard to identify that, however, the coloring does not match the Asian giant hornet. Your county is Negative for them.",2020-08-14,46.169802,-119.302569,ATT1964_43CA4FCA-DEEE-4354-89D6-D783106EBB8F.png
5412,{F764B6C6-B7B6-4217-9F04-F4C71CED25C3},2020-08-05,On the river at Mineral Park Campground during the day.,2, ,2020-08-18,48.46318,-121.16511,
1573,{4766CE0F-F48C-4EE7-88FA-9B917857956C},2020-08-06,Could not get a decent picture as it was on the other side of the screen window,0,Thanks for the submission. That is a female horntail sawfly.,2020-08-06,47.24672,-122.470156,ATT1700_ACB00AED-6F9C-4475-90F4-E9AD08173C08.jpg
3167,{8EA3C01A-5EB5-4F19-8AE9-12B5C54E636D},2020-08-06, ,0,Thanks for the submission. That is a clear wing moth variety that mimics hornets! Possibly the Raspberry crown borer.,2020-08-06,47.71001,-120.67185,ATT1720_15967547496312502311275516458421.jpg
4535,{CCAD1823-AC6C-44A1-8286-5C27EAEF71F1},2020-08-06,"We were looking at our blooming mint plants, to see if there were any honey bees on them. We saw a couple of honey bees and a couple of large hornets landing on the blooms and then leaving. They looked like the pictures and were about 2"" long. I tried to",2, ,2020-08-07,47.72727,-117.47355,
1420,{401AAC53-51EB-4249-804F-CC91AC6E6FE8},2020-08-06,"Looking out of my house I noticed a large flying insect from 22 ft. away, I thought it may be a murder hornet so, I when out to see. It was  like the images online and about 1 3/8 inch long (I do not have a smart phone). I tried to hit it in its` head wi",2, ,2020-08-18,47.97659,-122.20596,
3769,{A930EE62-5D4E-4CA1-A476-8CE1BA24E923},2020-08-06,"We have several dozen of these in our yard. They disappear into small holes in the ground. They are about 1.5 inches in size. Don't appear to be the Asian killer hornet, but seems rare. Wondering whether we should be worried. We have small dogs in the ya",0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-06,47.068368,-122.921511,ATT1707_wasp.jpg
3016,{888F1FB3-CDA5-4CC0-B61F-1631A866CD8A},2020-08-06,They are all over the entire park,0,Thanks for the submission. That is a Golden digger wasp. Great pollinators! ,2020-08-07,47.54231,-122.3936,ATT1722_5003BC1A-0AAC-4FE3-926A-22AD492D7B9B.jpg
2567,{741830AB-B00A-4F18-A5C7-E33993B0B7D0},2020-08-06,It is on my front porch. It is trapped using a glass cup.,0,"Thanks for the submission. That is a beetle, possibly from the Cerambycidae family",2020-08-06,47.135696,-122.446452,ATT1715_20200805_164353.jpg
4212,{BF24EFE7-A2AD-4D36-806F-B12F05297402},2020-08-06,Clearing back the blackberry bushes and found a monster hornet,2,Thanks for the submission. Feel free to resubmit a sighting if you get a picture.,2020-08-10,48.654184,-122.366227,
963,{2B5A069E-EEA1-4FDE-B2A2-1844E2DD56A2},2020-08-06,"The video I attached is very hard to see clearly but I am certain this was the murder hornet because I was working at a clients house doing tree removals in Gig harbor, WA when I saw the murder hornet that was right in front of me and my worker and it fl",0,"Thanks for the submission. That looked like either a Golden digger wasp, or a horntail sawfly. The coloring does not match the Asian giant hornet. Also, that county is Negative for them.",2020-08-06,47.331628,-122.615603,ATT1714_trim.D080499B-C5EB-4378-9B9D-F36E13C36091.MOV
727,{200E1ABA-E562-4434-80A0-B222572A6733},2020-08-06, ,2, ,2020-08-06,47.28773,-122.22841,
398,{11913A37-9A8F-4DC7-8E64-85564458BD46},2020-08-06,"Observed 2 inch plus hornet on my limelight hydrangea flowers.  A typical honeybee landed on top of the hornet, in a way that made us assume the honey bee was attacking this hornet, and the honeybee was 1/4 - 1/3 the size of this hornet.  I immediately r",0,"Thanks for the submission. It could have been a Golden digger wasp. Take a look at other submissions to see photos. Also, your county is currently Negative for Asian giant hornet.",2020-08-06,47.816244,-122.347217,ATT1706_61836667996__2938F799-EB8A-4C82-A2FF-15D6643AFEC3 (1).jpg
5466,{F9E82D10-B42C-4060-9A51-A5054C241C1F},2020-08-06,We just noticed this suspected hornet outside our bedroom window on the second floor at 10:30pm. It was trying to enter the room and likely was attracted by light. We also have more pics and videos.,0,Thanks for the submission. That is a ten lined June bug beetle.,2020-08-06,45.593335,-122.496917,ATT1713_UNADJUSTEDNONRAW_thumb_6.jpg
5499,{FAC3BD29-746D-434E-8920-D86E51AC6781},2020-08-06,"Saw what was likely a male asian giant hornet at 7512 Bridgeport Way W, Lakewood. Flew away before could get a picture. Have lived here most my life and never seen anything like it. Seemed to be too big and too orange to be a paper wasp. The orange color",2, ,2020-08-18,47.188685,-122.518859,
1780,{519494B6-E9EC-465D-9428-DE2C22900189},2020-08-06,There is a swarm of them at the Catherine Ursich Park on N 29th st in Old Town Tacoma right by the entrance scouring the ground.,2, ,2020-08-06,47.27378,-122.47089,
2118,{606E77FC-AE34-4B99-AE27-6D316BC4EAA7},2020-08-06, ,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-06,48.48809,-122.48052,ATT1709_trim.24F14222-BB8D-406B-86D3-C5D29749D32E.MOV
1325,{3BDC1CCA-C0A5-478E-8247-0197F6C66482},2020-08-06,Not positive if it's the right species.,0,"Thanks for t\he submission. That is a spectacular female, horntail sawfly. Okay to release her.",2020-08-06,47.563792,-122.693756,ATT1708_15966803343345095569657018192289.jpg
2136,{6134CE52-6E52-47F2-A740-24967A04B397},2020-08-06,Came into my bathroom,0,Thanks for the submission. That looks like a bald faced hornet.,2020-08-06,47.509991,-122.352099,ATT1717_15967327803164264293263999078935.jpg
2972,{86406543-0E4B-4BD0-A033-1ED4870CD0E6},2020-08-06, ,0,Thanks for the submission. That is a female horntail sawfly. That is her ovipositor she uses to lay her eggs in wood.,2020-08-06,47.05699,-122.29477,ATT1719_49DDD9E1-486C-403B-A5BB-BA1E161B0E11.jpg
2614,{76431092-03D0-43AD-A470-7E84A0B6EBF0},2020-08-06,"We were RVing at Sun Lakes Resort, Coulee City, WA - site 213 - saw this one 8/5 and again 8/6.",0,Thanks for the submission. That is a Cicada killer.,2020-08-19,47.594187,-119.396076,ATT2124_Hornet 2020.jpg
4989,{E1C7EB18-E2A4-4C56-9F50-D5261DD45D45},2020-08-06,"single 2 inch Murder Hornet in my back yard in Des Moines, WA",2, ,2020-08-06,47.35956,-122.32154,
1592,{4800F86F-BC92-4A47-9F1D-F9FD5CCD328E},2020-08-06,Two in grass on the clovers,2, ,2020-10-13,47.195391,-122.508419,
4677,{D3549E8B-5DC5-482D-BC3F-59EFC4B18A58},2020-08-07,"I have a video, a very poor quality photo that's attached.  They are about 1.5"" in length, saw three of them chasing away other bees and fed on flowers.  I first notice them when they buzzed and tapped on my window attempting to fly into the house. very",0,"Thanks for submitting. It is really hard to identify that insect, but it does look like a wasp or hornet. The coloring does not match the Asian giant hornet. Also, your county is currently Negative for them.",2020-08-07,47.635686,-121.961553,ATT1735_IMG_0287.jpg
2219,{6501B11F-D583-4989-87BC-849792653C50},2020-08-07,I wasn’t able to get a picture so I know this info may not be helpful but I’m submitting it in case similar sightings are reported in the same place and my observation can help confirm.,2, ,2020-08-07,47.650249,-122.548258,
923,{28FADCE5-53F7-4278-8B27-83F043DF4FC2},2020-08-07,"You have a trap, just west of rail tracks on marine dr. in Blaine, its 5’ off the ground and has lots if bugs in it, I took a look and there are seceral large wasps aggressively flying in the tray, one had a white face, you might want to check and empt",2,Thanks for the submission. Those traps are checked weekly.,2020-08-07,48.996915,-122.754638,
999,{2CD61B51-514E-44B4-97B9-BE477670AF59},2020-08-07,"I had just pulled in my driveway and against the clear sky I saw why I thought at first was a very slow flying hummingbird but as it got closer, I realized it was a HUGE bee! In an instant I realized it may be an Asian Hornet so I jumped out of my car tr",2, ,2020-08-07,47.231681,-122.403536,
1040,{2EEE1084-8823-4402-9E1A-C18603C61FE7},2020-08-07,I don’t remember if it had a yellow face but it flew into the car and sat near the steering wheel and it looked at least an inch and a half,2, ,2020-08-09,46.91471,-122.27622,
507,{162CEBEF-4BDB-453C-9DF7-59E248B0BA24},2020-08-07,Digging in sand on Whidbey Island,0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-07,47.911831,-122.391455,ATT1730_DA9747A5-3186-4EA2-AD87-AF09A29C2AB4.jpg
588,{1A812CA7-23B6-467C-966C-4B526F060134},2020-08-07,"Looked like a very large bee or hornet  - more than 1 inch long. Had a large stinger on its tail. Sighted flying around my house. Landed on a tree. I swprayed it with RAID, but by the time it I got back with a container to try to get the thing, it was go",0,Thanks for the submission. That is a female Siricid sawfly.,2020-08-07,47.631723,-122.103638,ATT1729_unknown_insect.jpg
3613,{A1A64325-537E-4595-A38B-CDBE1FB15757},2020-08-07,2020-08-07 00:00:00,0,Thanks for the submission. That was a Cicada killer. ,2020-08-07,46.210088,-119.759287,ATT1736_Huge Hornet.jpg
3911,{AF49DA86-5739-4746-90F8-D5E59EB382D0},2020-08-07,"There was no question it was an Asian Hornet- it had that awful orange face and was HUGE. I heard the loud whining sound of it before I even saw it- it was hovering around my bkackberries in my backyard. My small dog started chasing it,  and I immediatel",2, ,2020-08-07,47.047309,-122.857853,
4013,{B45CD008-9695-4EA9-ABD4-B551D0DBF205},2020-08-07,"Underground nest on school yard next to covered basketball court, large 1 inch+ long hornets",0,Thanks for the submission. That is a Golden digger wasp. ,2020-08-07,47.75175,-122.13998,ATT1724_02A1E23B-00CA-4834-9ECA-35264AAA415D.jpg
3799,{AA95656C-278C-40D5-A0B8-E943753E7754},2020-08-07,This was in Yakima WA At Borton Fruit,0,Thanks for the submission. That is a Golden digger wasp. Great pollinators! ,2020-08-08,46.60448,-120.50721,ATT1741_3371BD01-68AD-464B-96A7-1BF14556FC5F.png
